Chrlevel	Year	ContigN50	Platform	Genome_num
yes	2023/3/1	6343.00 	Other_TGS	1
yes	2022/6/4	6340.00 	Other_TGS	1
yes	2022/3/16	6340.00 	Other_TGS	1
yes	2019/8/28	6300.00 	Other_TGS	1
yes	2023/11/17	6300.00 	HiFi	1
yes	2021/12/17	6260.00 	Other_TGS	1
yes	2022/6/6	6250.00 	HiFi	1
yes	2023/5/22	6236.00 	Other_TGS	1
no	2022/10/31	6200.00 	Other_TGS	1
yes	2021/5/11	6200.00 	Other_TGS	1
yes	2021/2/1	6198.00 	Other_TGS	1
yes	2022/7/15	6175.96 	HiFi	1
yes	2021/12/15	6010.00 	Other_TGS	1
yes	2023/4/10	6002.99 	Other_TGS	1
yes	2022/4/18	6000.00 	Other_TGS	1
yes	2021/6/9	5990.00 	Other_TGS	1
yes	2022/2/22	5925.38 	No_info	1
yes	2021/4/21	5925.00 	Other_TGS	1
yes	2020/8/18	5920.00 	Other_TGS	1
yes	2022/6/28	5823.30 	HiFi	1
yes	2020/5/2	5740.00 	Other_TGS	1
yes	2022/1/5	5720.00 	Other_TGS	1
yes	2022/3/3	5700.00 	HiFi	1
yes	2020/10/19	5700.00 	Other_TGS	1
yes	2020/11/29	5650.00 	Other_TGS	1
yes	2023/12/14	5650.00 	HiFi	1
yes	2022/7/18	5637.00 	Other_TGS	1
yes	2022/8/5	5600.00 	Other_TGS	1
yes	2018/11/2	5520.00 	Other_TGS	1
yes	2023/7/11	5508.00 	HiFi	1
yes	2021/1/27	5500.00 	Other_TGS	1
yes	2020/7/6	5500.00 	Other_TGS	1
yes	2021/1/29	5500.00 	Other_TGS	1
yes	2019/7/15	5500.00 	Other_TGS	1
no	2022/10/27	5500.00 	Other_TGS	1
no	2021/6/28	5486.00 	Other_TGS	1
yes	2021/9/22	5470.00 	Other_TGS	1
yes	2021/6/12	5400.00 	Other_TGS	1
no	2023/7/24	5400.00 	Other_TGS	1
yes	2023/3/27	5391.62 	Other_TGS	1
yes	2021/8/23	5326.00 	Other_TGS	1
yes	2021/1/14	5300.00 	Other_TGS	1
yes	2021/10/15	5290.00 	Other_TGS	1
yes	2021/8/5	5280.00 	Other_TGS	1
yes	2023/5/11	5280.00 	HiFi	1
yes	2020/8/13	5260.00 	Other_TGS	1
yes	2022/7/15	5260.00 	Other_TGS	1
yes	2020/9/21	5260.00 	Other_TGS	1
yes	2022/7/10	5221.82 	Other_TGS	1
yes	2020/8/13	5220.00 	Other_TGS	1
yes	2020/8/13	5200.00 	NGS	1
yes	2020/5/11	5200.00 	Other_TGS	1
yes	2021/6/14	5170.00 	Other_TGS	1
yes	2022/6/9	5160.00 	Other_TGS	1
yes	2022/5/18	5157.00 	Other_TGS	1
yes	2020/6/30	5140.00 	Other_TGS	1
yes	2022/1/5	5124.00 	Other_TGS	1
yes	2022/2/19	5100.00 	Other_TGS	1
yes	2018/8/9	5100.00 	NGS	1
yes	2021/1/25	5090.00 	Other_TGS	1
yes	2022/10/19	5050.00 	Other_TGS	1
yes	2020/5/6	5020.00 	Other_TGS	1
yes	2020/4/13	5020.00 	Other_TGS	1
yes	2019/12/23	5000.00 	Other_TGS	1
yes	2021/5/5	4970.00 	Other_TGS	1
yes	2023/7/20	4950.58 	Other_TGS	1
yes	2022/6/2	4940.68 	HiFi	1
no	2021/6/28	4931.00 	Other_TGS	1
yes	2022/8/24	4900.00 	Other_TGS	1
yes	2023/5/19	4900.00 	Other_TGS	1
yes	2022/4/1	4900.00 	Other_TGS	1
yes	2021/11/18	4870.00 	Other_TGS	1
yes	2022/9/19	4800.00 	Other_TGS	1
yes	2023/8/28	4800.00 	Other_TGS	1
yes	2020/8/13	4770.00 	Other_TGS	1
yes	2020/2/24	4750.00 	Other_TGS	1
yes	2022/12/21	4750.00 	Other_TGS	1
no	2021/12/14	4700.00 	Other_TGS	1
yes	2020/8/13	4690.00 	Other_TGS	1
yes	2021/8/5	4680.00 	Other_TGS	1
yes	2022/8/10	4620.00 	Other_TGS	1
yes	2021/11/26	4590.00 	Other_TGS	1
yes	2022/4/19	4550.00 	Other_TGS	1
yes	2021/10/1	4545.00 	Other_TGS	1
no	2015/10/18	4500.00 	Other_TGS	1
yes	2022/4/14	4500.00 	Other_TGS	1
yes	2023/9/29	4490.56 	Other_TGS	1
yes	2019/9/24	4490.00 	Other_TGS	1
yes	2022/1/11	4480.00 	Other_TGS	1
yes	2022/7/26	4480.00 	Other_TGS	1
yes	2021/7/5	4400.00 	Other_TGS	1
yes	2021/7/5	4400.00 	Other_TGS	1
yes	2023/1/18	4370.00 	Other_TGS	1
yes	2020/2/20	4360.00 	Other_TGS	1
yes	2020/12/1	4340.00 	Other_TGS	1
yes	2020/2/26	4340.00 	Other_TGS	1
yes	2020/9/27	4330.00 	Other_TGS	1
yes	2019/11/22	4310.37 	Other_TGS	1
yes	2022/4/13	4307.00 	Other_TGS	1
yes	2023/2/21	4300.00 	HiFi	1
yes	2021/10/25	4290.00 	Other_TGS	1
yes	2022/12/30	4270.00 	Other_TGS	1
yes	2020/12/16	4250.00 	Other_TGS	1
yes	2021/6/1	4213.00 	Other_TGS	1
yes	2023/2/15	4210.00 	Other_TGS	1
yes	2023/5/16	4180.00 	Other_TGS	1
yes	2021/7/22	4180.00 	Other_TGS	1
yes	2021/7/26	4130.00 	Other_TGS	1
yes	2022/9/21	4130.00 	Other_TGS	1
yes	2022/9/30	4110.00 	Other_TGS	1
no	2022/10/27	4100.00 	Other_TGS	1
no	2022/10/27	4100.00 	Other_TGS	1
yes	2023/12/11	4080.00 	Other_TGS	1
yes	2022/2/16	4050.00 	Other_TGS	1
yes	2020/11/18	4030.00 	Other_TGS	1
yes	2022/11/15	4020.00 	Other_TGS	1
yes	2020/8/13	4019.00 	Other_TGS	1
no	2020/2/19	4010.00 	NGS	1
yes	2020/9/17	4000.00 	Other_TGS	1
yes	2020/8/13	4000.00 	Other_TGS	1
yes	2021/5/18	3980.00 	Other_TGS	1
no	2023/4/7	3963.00 	Other_TGS	1
yes	2022/7/9	3956.00 	Other_TGS	1
yes	2020/9/7	3920.00 	Other_TGS	1
yes	2023/11/1	3910.00 	Other_TGS	1
yes	2022/12/2	3900.00 	Other_TGS	1
yes	2021/6/24	3887.00 	HiFi	1
yes	2022/10/5	3868.53 	HiFi	1
yes	2021/6/26	3865.00 	Other_TGS	1
yes	2020/12/1	3860.00 	Other_TGS	1
yes	2023/11/10	3851.19 	Other_TGS	1
yes	2023/10/5	3820.00 	Other_TGS	1
yes	2022/7/9	3818.14 	Other_TGS	1
yes	2022/8/4	3801.60 	Other_TGS	1
yes	2022/4/14	3800.00 	Other_TGS	1
yes	2022/3/3	3800.00 	HiFi	1
yes	2022/3/3	3800.00 	HiFi	1
yes	2022/4/28	3797.90 	Other_TGS	1
no	2017/8/4	3770.00 	Other_TGS	1
yes	2021/9/1	3770.00 	Other_TGS	1
yes	2022/10/18	3750.00 	Other_TGS	1
no	2022/4/1	3726.47 	Other_TGS	1
yes	2021/7/5	3700.00 	Other_TGS	1
yes	2022/7/25	3650.00 	Other_TGS	1
yes	2023/8/25	3648.61 	Other_TGS	1
yes	2023/8/25	3639.16 	Other_TGS	1
yes	2023/6/1	3630.00 	HiFi	1
no	2018/7/11	3630.00 	Other_TGS	1
yes	2023/9/3	3620.91 	Other_TGS	1
yes	2019/11/25	3620.00 	Other_TGS	1
yes	2018/10/25	3600.00 	Other_TGS	1
yes	2022/3/3	3600.00 	HiFi	1
yes	2023/7/25	3559.99 	Other_TGS	1
yes	2023/8/10	3525.66 	Other_TGS	1
yes	2022/8/29	3525.00 	Other_TGS	1
no	2021/6/17	3522.28 	No_info	1
yes	2023/1/29	3510.00 	Other_TGS	1
yes	2020/9/17	3500.00 	Other_TGS	1
yes	2023/5/22	3500.00 	Other_TGS	1
yes	2020/5/6	3500.00 	Other_TGS	1
no	2022/10/27	3500.00 	Other_TGS	1
yes	2023/9/3	3475.48 	Other_TGS	1
yes	2023/8/26	3465.82 	Ultra-long_ONT	1
yes	2018/7/27	3460.00 	Other_TGS	1
yes	2022/2/4	3456.00 	Other_TGS	1
yes	2023/8/10	3451.74 	Other_TGS	1
yes	2022/8/29	3451.00 	Other_TGS	1
yes	2020/7/29	3450.00 	Other_TGS	1
yes	2020/8/13	3430.00 	Other_TGS	1
yes	2017/6/19	3420.00 	Other_TGS	1
yes	2018/6/11	3400.00 	Other_TGS	1
yes	2023/3/9	3400.00 	Other_TGS	1
yes	2022/7/25	3390.00 	Other_TGS	1
yes	2021/7/22	3350.00 	Other_TGS	1
yes	2021/1/17	3340.00 	Other_TGS	1
yes	2022/5/25	3340.00 	Other_TGS	1
yes	2021/10/1	3315.00 	Other_TGS	1
yes	2022/9/19	3310.00 	Other_TGS	1
yes	2019/3/14	3300.00 	Other_TGS	1
yes	2021/10/24	3300.00 	Other_TGS	1
yes	2023/10/12	3300.00 	HiFi	1
no	2021/6/17	3287.09 	Other_TGS	1
no	2021/6/28	3284.00 	Other_TGS	1
yes	2023/9/29	3273.94 	Other_TGS	1
yes	2023/2/3	3255.00 	HiFi	1
yes	2023/5/16	3254.00 	Other_TGS	1
yes	2020/8/1	3250.00 	Other_TGS	1
yes	2020/1/2	3230.00 	Other_TGS	1
yes	2021/9/17	3211.00 	Other_TGS	1
no	2020/5/4	3200.00 	Other_TGS	1
yes	2021/6/25	3200.00 	Other_TGS	1
yes	2022/12/5	3200.00 	Other_TGS	1
yes	2023/8/10	3200.00 	Other_TGS	1
yes	2020/2/3	3190.00 	Other_TGS	1
yes	2021/12/3	3190.00 	Other_TGS	1
no	2023/1/4	3167.25 	Other_TGS	1
yes	2021/10/25	3160.00 	Other_TGS	1
yes	2021/7/18	3100.00 	Other_TGS	1
yes	2021/1/8	3100.00 	Other_TGS	1
yes	2021/5/5	3100.00 	Other_TGS	1
yes	2020/3/20	3080.00 	Other_TGS	1
yes	2023/6/13	3076.00 	HiFi	1
yes	2023/4/5	3050.00 	Other_TGS	1
yes	2022/8/16	3050.00 	Other_TGS	1
yes	2023/3/15	3030.00 	Other_TGS	1
no	2023/1/4	3012.31 	Other_TGS	1
yes	2018/11/19	3000.00 	Other_TGS	1
yes	2021/10/28	3000.00 	Other_TGS	1
no	2022/10/27	3000.00 	Other_TGS	1
yes	2021/7/8	3000.00 	Other_TGS	1
yes	2022/1/9	2970.00 	Other_TGS	1
yes	2021/11/4	2927.00 	Other_TGS	1
yes	2022/12/23	2920.00 	Other_TGS	1
yes	2020/1/16	2920.00 	Other_TGS	1
yes	2023/1/5	2910.00 	Other_TGS	1
no	2022/10/27	2910.00 	Other_TGS	1
yes	2021/10/1	2907.00 	Other_TGS	1
yes	2021/2/1	2907.00 	Other_TGS	1
yes	2022/3/29	2900.00 	Other_TGS	1
yes	2021/4/18	2900.00 	Other_TGS	1
yes	2021/10/20	2890.00 	Other_TGS	1
yes	2021/11/8	2890.00 	Other_TGS	1
yes	2022/2/17	2880.00 	HiFi	1
yes	2022/4/7	2880.00 	Other_TGS	1
yes	2019/12/20	2860.00 	Other_TGS	1
yes	2021/5/1	2852.00 	Other_TGS	1
yes	2021/9/9	2850.00 	Other_TGS	1
yes	2022/6/14	2843.26 	Other_TGS	1
no	2020/10/1	2830.00 	Other_TGS	1
yes	2020/12/28	2830.00 	Other_TGS	1
yes	2023/3/10	2823.00 	HiFi	1
yes	2020/12/7	2820.00 	Other_TGS	1
yes	2020/3/21	2800.00 	Other_TGS	1
yes	2021/11/14	2800.00 	Other_TGS	1
yes	2022/10/27	2800.00 	Other_TGS	1
yes	2023/10/17	2773.52 	Other_TGS	1
yes	2023/11/2	2770.00 	HiFi	1
no	2018/6/18	2760.00 	Other_TGS	1
yes	2022/9/23	2751.61 	Other_TGS	1
yes	2021/12/3	2750.00 	Other_TGS	1
yes	2020/1/23	2730.00 	Other_TGS	1
yes	2022/8/30	2710.00 	Other_TGS	1
yes	2022/10/5	2701.00 	Other_TGS	1
yes	2023/3/8	2700.00 	HiFi	1
yes	2020/10/13	2700.00 	Other_TGS	1
no	2020/9/17	2700.00 	Other_TGS	1
yes	2022/9/23	2654.25 	Other_TGS	1
yes	2022/12/23	2650.00 	Other_TGS	1
yes	2022/4/25	2650.00 	Other_TGS	1
yes	2022/4/4	2640.00 	Other_TGS	1
yes	2022/2/11	2630.00 	Other_TGS	1
yes	2020/12/9	2620.00 	Other_TGS	1
yes	2021/5/24	2620.00 	Other_TGS	1
yes	2023/8/29	2601.76 	Other_TGS	1
yes	2021/12/22	2601.00 	Other_TGS	1
yes	2020/9/17	2600.00 	Other_TGS	1
yes	2023/10/6	2600.00 	Other_TGS	1
yes	2023/10/6	2600.00 	Other_TGS	1
yes	2017/11/27	2592.96 	Other_TGS	1
no	2021/6/28	2583.00 	Other_TGS	1
yes	2022/1/6	2570.00 	Other_TGS	1
yes	2020/6/11	2550.00 	Other_TGS	1
yes	2019/1/25	2550.00 	Other_TGS	1
yes	2020/8/13	2550.00 	Other_TGS	1
yes	2022/7/10	2549.12 	Other_TGS	1
yes	2021/11/9	2549.00 	Other_TGS	1
yes	2020/8/24	2540.00 	Other_TGS	1
yes	2022/2/2	2540.00 	Other_TGS	1
yes	2021/10/15	2540.00 	Other_TGS	1
yes	2023/8/31	2526.43 	Other_TGS	1
yes	2022/4/27	2521.02 	Other_TGS	1
yes	2021/7/19	2500.00 	Other_TGS	1
yes	2020/11/3	2500.00 	Other_TGS	1
yes	2022/12/29	2500.00 	Other_TGS	1
yes	2020/12/16	2492.00 	Other_TGS	1
yes	2021/7/23	2458.00 	Other_TGS	1
no	2022/6/1	2450.00 	Other_TGS	1
no	2017/6/5	2450.00 	Other_TGS	1
yes	2020/3/24	2450.00 	Other_TGS	1
yes	2021/7/15	2440.00 	HiFi	1
yes	2021/9/9	2440.00 	Other_TGS	1
yes	2023/2/7	2430.00 	Other_TGS	1
yes	2021/11/16	2410.00 	HiFi	1
no	2015/11/11	2400.00 	Other_TGS	1
no	2021/2/15	2400.00 	NGS	1
yes	2020/8/13	2400.00 	Other_TGS	1
yes	2021/6/24	2369.00 	HiFi	1
yes	2022/1/4	2360.00 	Other_TGS	1
yes	2021/5/1	2360.00 	Other_TGS	1
yes	2021/6/4	2330.00 	Other_TGS	1
yes	2023/7/6	2317.53 	HiFi	1
yes	2023/7/20	2311.91 	Other_TGS	1
yes	2022/9/1	2300.00 	Other_TGS	1
yes	2020/6/10	2300.00 	Other_TGS	1
no	2021/9/16	2300.00 	Other_TGS	1
yes	2021/9/2	2300.00 	Other_TGS	1
yes	2019/11/1	2300.00 	Other_TGS	1
yes	2023/10/6	2300.00 	Other_TGS	1
yes	2020/4/20	2300.00 	Other_TGS	1
yes	2023/1/21	2300.00 	Other_TGS	1
no	2023/1/4	2281.75 	Other_TGS	1
yes	2021/10/1	2267.00 	Other_TGS	1
no	2018/6/28	2267.00 	Other_TGS	1
yes	2020/8/24	2260.00 	Other_TGS	1
yes	2022/6/17	2248.00 	Other_TGS	1
yes	2019/11/25	2240.00 	Other_TGS	1
yes	2022/9/26	2240.00 	Other_TGS	1
yes	2023/3/27	2232.75 	Other_TGS	1
yes	2022/2/14	2220.00 	Other_TGS	1
yes	2019/5/6	2210.00 	Other_TGS	1
no	2019/4/22	2210.00 	Other_TGS	1
yes	2021/5/27	2200.00 	Other_TGS	1
yes	2020/7/1	2200.00 	Other_TGS	1
yes	2017/4/10	2200.00 	Other_TGS	1
yes	2020/10/19	2200.00 	Other_TGS	1
yes	2022/9/30	2200.00 	Other_TGS	1
yes	2022/9/21	2190.00 	Other_TGS	1
yes	2020/8/10	2190.00 	Other_TGS	1
yes	2022/6/29	2190.00 	HiFi	1
yes	2021/2/10	2180.00 	Other_TGS	1
yes	2022/7/25	2170.00 	Other_TGS	1
yes	2022/11/24	2168.00 	Other_TGS	1
yes	2020/4/20	2150.00 	Other_TGS	1
yes	2022/4/28	2150.00 	Other_TGS	1
yes	2023/3/2	2149.60 	Other_TGS	1
yes	2021/11/24	2144.00 	Other_TGS	1
yes	2021/12/15	2140.00 	Other_TGS	1
yes	2023/9/30	2139.93 	HiFi	1
yes	2019/7/1	2110.00 	Other_TGS	1
yes	2019/12/18	2100.00 	Other_TGS	1
yes	2022/7/28	2100.00 	Other_TGS	1
yes	2019/7/4	2100.00 	Other_TGS	1
yes	2022/10/27	2100.00 	Other_TGS	1
yes	2022/10/27	2100.00 	Other_TGS	1
yes	2020/11/4	2100.00 	Other_TGS	1
yes	2023/4/4	2100.00 	Other_TGS	1
yes	2022/3/3	2100.00 	HiFi	1
yes	2020/5/18	2100.00 	Other_TGS	1
no	2021/6/28	2093.00 	Other_TGS	1
yes	2021/4/7	2090.00 	Other_TGS	1
yes	2022/6/14	2090.00 	Other_TGS	1
yes	2020/12/26	2070.00 	Other_TGS	1
yes	2021/4/19	2070.00 	Other_TGS	1
yes	2022/5/13	2057.59 	Other_TGS	1
yes	2022/11/4	2039.16 	Other_TGS	1
yes	2023/2/2	2020.00 	Other_TGS	1
yes	2023/1/27	2018.00 	Other_TGS	1
yes	2022/4/21	2010.00 	HiFi	1
no	2020/7/11	2001.00 	Other_TGS	1
yes	2021/7/18	2000.00 	Other_TGS	1
yes	2022/5/8	2000.00 	Other_TGS	1
yes	2020/12/2	1990.00 	Other_TGS	1
yes	2019/10/3	1990.00 	Other_TGS	1
yes	2020/8/13	1990.00 	Other_TGS	1
yes	2021/2/1	1989.00 	Other_TGS	1
yes	2020/8/13	1980.00 	Other_TGS	1
yes	2023/5/11	1969.00 	Other_TGS	1
yes	2022/9/7	1960.00 	HiFi	1
yes	2021/2/1	1959.00 	Other_TGS	1
no	2021/6/28	1957.00 	Other_TGS	1
yes	2021/7/8	1950.00 	Other_TGS	1
no	2021/6/28	1944.00 	Other_TGS	1
yes	2021/7/22	1942.00 	Other_TGS	1
yes	2020/2/6	1940.00 	Other_TGS	1
yes	2021/7/15	1940.00 	Other_TGS	1
no	2021/6/28	1938.00 	Other_TGS	1
yes	2023/2/11	1928.00 	Other_TGS	1
yes	2021/9/6	1926.00 	Other_TGS	1
yes	2023/9/14	1924.46 	Other_TGS	1
yes	2022/1/18	1921.46 	HiFi	1
yes	2020/4/13	1915.00 	Other_TGS	1
no	2021/5/25	1908.00 	Other_TGS	1
yes	2021/5/27	1900.00 	Other_TGS	1
yes	2022/6/25	1900.00 	Other_TGS	1
yes	2023/8/4	1900.00 	Other_TGS	1
yes	2023/8/2	1900.00 	Other_TGS	1
no	2018/10/25	1900.00 	Other_TGS	1
yes	2023/8/10	1900.00 	Other_TGS	1
yes	2023/9/11	1900.00 	Other_TGS	1
yes	2023/7/3	1880.00 	Other_TGS	1
no	2020/7/2	1870.00 	Other_TGS	1
yes	2022/6/30	1870.00 	Other_TGS	1
yes	2016/11/8	1870.00 	Other_TGS	1
yes	2023/4/11	1870.00 	Other_TGS	1
no	2021/5/25	1867.00 	Other_TGS	1
no	2021/6/28	1867.00 	Other_TGS	1
yes	2022/7/10	1865.01 	Other_TGS	1
yes	2021/9/1	1860.00 	Other_TGS	1
no	2021/6/28	1855.00 	Other_TGS	1
yes	2023/7/20	1851.12 	HiFi	1
yes	2020/4/13	1832.00 	Other_TGS	1
yes	2019/7/15	1830.00 	Other_TGS	1
no	2021/6/28	1825.00 	Other_TGS	1
yes	2020/10/11	1820.00 	Other_TGS	1
yes	2023/9/21	1810.00 	HiFi	1
yes	2020/11/5	1810.00 	Other_TGS	1
yes	2021/6/25	1800.00 	Other_TGS	1
yes	2020/4/20	1800.00 	Other_TGS	1
no	2022/10/27	1800.00 	Other_TGS	1
yes	2021/7/14	1800.00 	Other_TGS	1
yes	2022/10/17	1800.00 	Other_TGS	1
yes	2022/1/1	1780.00 	Other_TGS	1
yes	2020/12/10	1780.00 	Other_TGS	1
yes	2023/7/3	1780.00 	Other_TGS	1
no	2023/1/4	1771.07 	Other_TGS	1
yes	2022/4/21	1770.00 	Other_TGS	1
yes	2018/8/30	1770.00 	Other_TGS	1
yes	2020/2/26	1760.00 	Other_TGS	1
yes	2021/7/22	1750.00 	Other_TGS	1
yes	2021/10/15	1740.00 	No_info	1
yes	2022/6/24	1740.00 	Other_TGS	1
yes	2020/9/28	1740.00 	HiFi	1
no	2020/11/10	1730.00 	Other_TGS	1
yes	2021/1/10	1730.00 	Other_TGS	1
yes	2020/8/13	1730.00 	Other_TGS	1
no	2021/6/28	1728.00 	Other_TGS	1
no	2021/6/28	1719.00 	Other_TGS	1
yes	2023/2/23	1710.00 	Other_TGS	1
yes	2021/4/28	1710.00 	Other_TGS	1
yes	2023/6/15	1710.00 	Other_TGS	1
yes	2021/9/9	1710.00 	Other_TGS	1
no	2021/6/17	1708.37 	Other_TGS	1
no	2019/6/15	1708.00 	No_info	1
no	2020/5/13	1700.00 	Other_TGS	1
no	2020/9/7	1700.00 	Other_TGS	1
yes	2021/6/25	1700.00 	Other_TGS	1
yes	2019/10/15	1700.00 	Other_TGS	1
yes	2023/3/15	1689.00 	Other_TGS	1
yes	2020/1/17	1680.00 	Other_TGS	1
yes	2020/2/13	1680.00 	Other_TGS	1
no	2021/6/28	1665.00 	Other_TGS	1
yes	2017/2/16	1663.34 	Other_TGS	1
yes	2022/7/4	1660.00 	HiFi	1
yes	2022/7/4	1650.00 	HiFi	1
yes	2021/8/24	1650.00 	Other_TGS	1
yes	2022/3/23	1645.00 	Other_TGS	1
yes	2022/3/9	1642.00 	HiFi	1
yes	2020/10/19	1640.00 	Other_TGS	1
yes	2022/2/2	1639.00 	Other_TGS	1
yes	2021/5/22	1637.00 	Other_TGS	1
yes	2023/2/14	1630.00 	Other_TGS	1
yes	2022/3/1	1618.00 	Other_TGS	1
yes	2022/6/17	1610.00 	Other_TGS	1
yes	2022/8/23	1610.00 	Other_TGS	1
no	2023/5/11	1600.00 	Other_TGS	1
yes	2023/3/8	1600.00 	HiFi	1
yes	2021/9/13	1600.00 	Other_TGS	1
yes	2023/2/1	1600.00 	Other_TGS	1
yes	2020/12/21	1598.61 	Other_TGS	1
no	2020/10/10	1590.00 	Other_TGS	1
yes	2018/11/20	1590.00 	Other_TGS	1
no	2021/2/2	1580.00 	Other_TGS	1
yes	2021/6/14	1580.00 	Other_TGS	1
yes	2021/6/1	1580.00 	Other_TGS	1
no	2021/3/9	1578.60 	Other_TGS	1
yes	2022/5/24	1578.00 	Other_TGS	1
yes	2022/4/21	1570.00 	Other_TGS	1
no	2020/7/2	1570.00 	Other_TGS	1
yes	2022/10/28	1570.00 	Other_TGS	1
yes	2019/8/1	1570.00 	Other_TGS	1
yes	2022/9/19	1570.00 	Other_TGS	1
yes	2020/5/8	1560.00 	Other_TGS	1
yes	2020/2/24	1560.00 	Other_TGS	1
yes	2020/10/1	1560.00 	Other_TGS	1
yes	2023/10/18	1550.00 	Other_TGS	1
yes	2020/2/14	1550.00 	Other_TGS	1
yes	2021/9/1	1540.00 	Other_TGS	1
no	2023/3/26	1530.00 	Other_TGS	1
yes	2021/12/24	1524.72 	Other_TGS	1
yes	2021/12/24	1521.17 	Other_TGS	1
yes	2019/5/1	1510.00 	Other_TGS	1
no	2021/11/22	1507.00 	Other_TGS	1
yes	2017/11/27	1500.00 	NGS	1
yes	2021/7/18	1500.00 	Other_TGS	1
yes	2022/12/13	1500.00 	Other_TGS	1
yes	2019/5/1	1500.00 	Other_TGS	1
yes	2021/11/8	1500.00 	Other_TGS	1
yes	2021/1/9	1500.00 	Other_TGS	1
yes	2020/4/7	1500.00 	Other_TGS	1
yes	2022/7/11	1500.00 	Other_TGS	1
yes	2021/4/14	1500.00 	Other_TGS	1
no	2021/9/18	1494.00 	Other_TGS	1
yes	2021/7/12	1480.00 	Other_TGS	1
yes	2018/7/30	1480.00 	Other_TGS	1
yes	2020/12/11	1480.00 	Other_TGS	1
yes	2021/6/10	1470.00 	Other_TGS	1
yes	2022/8/22	1460.00 	Other_TGS	1
yes	2018/8/15	1450.00 	Other_TGS	1
yes	2021/2/2	1450.00 	Other_TGS	1
yes	2021/2/2	1440.00 	Other_TGS	1
yes	2021/2/4	1438.00 	Other_TGS	1
yes	2022/5/5	1437.06 	Other_TGS	1
yes	2018/12/17	1430.00 	Other_TGS	1
yes	2022/9/9	1430.00 	Other_TGS	1
yes	2023/8/17	1424.70 	Other_TGS	1
yes	2020/4/1	1420.00 	Other_TGS	1
yes	2022/2/11	1414.00 	NGS	1
no	2020/12/14	1410.00 	Other_TGS	1
yes	2022/2/2	1406.00 	Other_TGS	1
no	2023/1/4	1403.42 	Other_TGS	1
yes	2023/1/5	1400.00 	Other_TGS	1
yes	2019/11/27	1400.00 	Other_TGS	1
yes	2023/8/2	1400.00 	Other_TGS	1
yes	2023/12/24	1400.00 	Other_TGS	1
yes	2022/8/6	1397.09 	Other_TGS	1
yes	2023/4/5	1391.02 	Other_TGS	1
yes	2023/2/11	1390.00 	Other_TGS	1
no	2022/8/10	1370.00 	Other_TGS	1
yes	2020/4/1	1370.00 	Other_TGS	1
yes	2022/1/15	1370.00 	Other_TGS	1
yes	2023/1/5	1370.00 	Other_TGS	1
yes	2023/2/22	1369.00 	Other_TGS	1
no	2021/5/25	1357.00 	Other_TGS	1
yes	2020/1/22	1354.00 	Other_TGS	1
yes	2020/1/17	1352.00 	Other_TGS	1
yes	2023/8/7	1345.85 	Other_TGS	1
yes	2022/3/23	1340.00 	Other_TGS	1
yes	2023/7/11	1340.00 	Other_TGS	1
yes	2022/4/1	1337.42 	Other_TGS	1
no	2022/10/14	1331.00 	Other_TGS	1
yes	2023/7/11	1330.00 	Other_TGS	1
yes	2023/3/31	1330.00 	Other_TGS	1
yes	2019/11/22	1314.22 	Other_TGS	1
yes	2023/7/1	1300.00 	Other_TGS	1
yes	2021/6/25	1300.00 	Other_TGS	1
yes	2021/5/1	1300.00 	Other_TGS	1
yes	2021/10/25	1290.00 	Other_TGS	1
yes	2020/8/13	1290.00 	Other_TGS	1
yes	2022/10/5	1287.00 	Other_TGS	1
yes	2021/9/1	1280.20 	Other_TGS	1
yes	2019/11/25	1280.00 	Other_TGS	1
yes	2021/12/17	1280.00 	Other_TGS	1
yes	2020/9/28	1270.00 	Other_TGS	1
yes	2022/1/4	1270.00 	Other_TGS	1
yes	2022/6/8	1256.98 	Other_TGS	1
yes	2023/4/14	1250.00 	Other_TGS	1
yes	2017/8/31	1250.00 	Other_TGS	1
yes	2021/8/10	1241.00 	Other_TGS	1
yes	2023/12/12	1230.00 	Other_TGS	1
yes	2022/9/19	1230.00 	Other_TGS	1
yes	2021/8/10	1230.00 	Other_TGS	1
no	2021/6/28	1223.00 	Other_TGS	1
no	2021/6/28	1220.00 	Other_TGS	1
yes	2021/10/11	1220.00 	Other_TGS	1
yes	2021/3/1	1220.00 	Other_TGS	1
yes	2022/4/7	1220.00 	Other_TGS	1
no	2019/1/24	1218.69 	Other_TGS	1
yes	2017/11/27	1210.50 	Other_TGS	1
no	2021/2/2	1210.00 	Other_TGS	1
yes	2021/12/1	1210.00 	Other_TGS	1
yes	2023/3/9	1209.00 	Other_TGS	1
yes	2023/7/14	1201.04 	Other_TGS	1
yes	2022/2/15	1200.00 	Other_TGS	1
yes	2020/5/7	1200.00 	Other_TGS	1
yes	2022/11/24	1200.00 	Other_TGS	1
no	2020/5/19	1200.00 	Other_TGS	1
yes	2022/3/20	1200.00 	Other_TGS	1
yes	2022/12/1	1189.62 	Other_TGS	1
yes	2022/2/23	1182.00 	Other_TGS	1
yes	2021/2/26	1180.00 	Other_TGS	1
yes	2020/1/1	1176.00 	Other_TGS	1
yes	2023/12/24	1170.00 	Other_TGS	1
yes	2022/1/21	1154.00 	NGS	1
no	2019/7/23	1151.00 	Other_TGS	1
yes	2023/11/14	1145.03 	HiFi	1
yes	2020/9/20	1120.00 	Other_TGS	1
