Year	Ploidy	haplotype	No
2023/9/17	no	haplotype	6
2020/11/23	no	no	3
2020/1/6	no	no	3
2020/9/21	no	no	3
2019/12/4	Diploid	no	3
2018/3/1	Diploid	no	3
2016/5/9	Diploid	no	3
2018/11/13	Diploid	no	3
2019/10/9	no	no	3
2018/3/11	Tetraploid	no	3
2017/10/5	no	no	3
2020/9/20	no	no	3
2020/9/25	no	no	3
2017/3/15	Diploid	no	3
2017/6/5	Diploid	no	3
2021/10/11	no	no	3
2022/12/28	no	no	3
2022/7/15	Diploid	no	3
2021/5/19	Diploid	no	3
2021/12/1	no	no	3
2022/4/7	Tetraploid	no	3
2022/4/7	Tetraploid	no	3
2022/4/7	Tetraploid	no	3
2022/4/7	Diploid	no	3
2022/4/25	Diploid	no	3
2023/5/10	Diploid	no	3
2021/2/2	Diploid	no	3
2022/10/18	no	no	3
2022/3/31	Diploid	no	3
2022/3/1	no	no	3
2023/11/21	no	no	3
2023/10/17	no	no	3
2020/5/18	Diploid	no	1
2022/5/24	no	no	1
2022/11/26	Diploid	no	1
2023/7/14	no	no	1
