Year	ContigN50
2021	4270.00
2021	6160.00
2021	2920.00
2021	1550.00
2022	1578.00
2023	78.00
2023	2430.00
2023	10800.00
2023	1100.00
2023	5280.00
2023	4900.00
2023	72150.00
2023	13520.00
2023	13770.00
2021	1507.00
2021	2400.00
2021	1500.00
2021	638.00
2021	351.00
2022	1900.00
2022	83.00
2023	249.86
2023	7127.00
2021	76.10
2021	185.50
2021	10750.00
2021	16.10
2021	3000.00
2021	734.00
2021	32091.00
2021	2890.00
2021	100.60
2022	4480.00
2022	3818.14
2022	3956.00
2022	29398.13
2022	16300.00
2022	892.05
2022	892.05
2022	2039.16
2022	677.86
2023	19400.00
2023	10640.00
2023	3630.00
2021	311.70
2021	68.40
2021	311.70
2021	68.40
2021	1357.00
2021	1867.00
2021	1908.00
2021	9340.00
2021	3980.00
2021	828.00
2021	4290.00
2021	1290.00
2021	3160.00
2021	908.00
2021	9830.00
2022	1570.00
2022	11490.00
2022	1230.00
2023	24640.00
2023	8290.00
2023	1369.00
2021	844.00
2022	36662.70
2021	9480.00
2021	10120.00
2021	7600.00
2021	6400.00
2021	20700.00
2021	245.70
2021	2500.00
2021	1600.00
2021	2850.00
2021	1710.00
2021	32600.00
2021	1220.00
2021	709.00
2022	155.50
2022	24630.00
2022	14980.00
2022	4050.00
2022	23600.00
2022	130.00
2022	17340.00
2022	4550.00
2022	381.96
2022	7170.00
2022	1610.00
2022	92.53
2022	1287.00
2022	2701.00
2022	720.80
2022	3868.53
2022	13482.10
2022	36020.00
2023	41459.00
2022	11990.00
2022	906.00
2022	99000.00
2023	25500.00
2023	17500.00
2023	24330.00
2023	31300.00
2021	86.36
2021	12.47
2021	36.74
2021	70.00
2021	51.20
2021	17000.00
2021	51.60
2021	650.00
2021	464.00
2021	40.00
2021	64800.00
2021	75300.00
2021	97680.00
2021	211.20
2021	258.20
2021	96840.00
2022	2970.00
2022	18000.00
2022	564.00
2022	1340.00
2022	517.00
2022	10800.00
2022	21000.00
2022	1053.47
2022	477.64
2022	651.80
2022	13701.39
2022	43800.00
2022	500.00
2022	650.00
2022	122262.00
2023	1600.00
2023	11625.27
2023	1209.00
2023	1530.00
2023	1095.00
2021	16770.00
2021	6960.00
2021	11740.00
2021	605.00
2021	38861.00
2021	657.00
2022	2540.00
2022	188.00
2022	207.00
2022	1414.00
2022	3797.90
2022	35895.00
2022	4480.00
2022	1370.00
2022	2910.00
2022	65000.00
2023	24390.00
2023	23900.00
2023	4300.00
2022	16500.00
2021	1730.00
2021	2070.00
2022	19650.00
2022	10255.89
2022	18000.00
2022	26000.00
2022	2090.00
2022	21400.00
2022	9360.00
2023	18949.97
2023	80.20
2023	1851.12
2022	11930.00
2022	497.00
2022	5720.00
2022	593.70
2022	5124.00
2022	1921.46
2022	2630.00
2022	2880.00
2022	12100.00
2022	5100.00
2022	1645.00
2022	12320.00
2022	6740.00
2022	8400.00
2022	3801.60
2022	15070.00
2022	186.00
2022	18300.00
2022	4800.00
2022	2190.00
2022	25400.00
2022	5050.00
2022	44850.00
2022	15400.00
2022	19000.00
2022	18000.00
2022	3900.00
2022	17260.00
2023	27510.00
2023	26700.00
2023	43800.00
2023	21700.00
2023	35870.00
2023	33410.00
2023	34340.00
2023	1689.00
2023	25935.00
2023	6002.99
2023	45710.00
2023	75380.00
2023	16980.00
2023	3076.00
2021	2620.00
2021	8041.00
2022	463.00
2022	10600.00
2022	18700.00
2023	21722.32
2023	24.50
2023	74900.00
2023	30000.00
2023	7285.00
2021	3340.00
2023	35960.00
2021	11690.00
2021	17040.00
2021	5326.00
2023	11300.00
2023	14100.00
2023	2100.00
2023	19600.00
2023	3500.00
2023	6236.00
2022	22130.00
2022	12600.00
2021	1637.00
2023	42500.00
2021	5090.00
2021	1580.00
2021	1210.00
2021	730.00
2021	69600.00
2022	602.90
2022	31630.51
2022	82161.02
2022	2920.00
2022	2650.00
2021	1438.00
2021	205.00
2022	22500.00
2022	1056.63
2022	1410.46
2022	4001.36
2022	1334.32
2022	1005.71
2022	1000.43
2022	24864.76
2022	27338.68
2022	20924.68
2022	31071.07
2022	23343.17
2022	25857.20
2022	23694.69
2022	25531.84
2022	26107.60
2022	28557.25
2022	29472.91
2022	24246.65
2022	27041.62
2022	27600.66
2022	19706.06
2022	30494.89
2022	31358.72
2022	31466.13
2022	25818.03
2022	31207.83
2022	26931.66
2022	22992.02
2022	26862.64
2022	20456.30
2022	24475.90
2022	30254.78
2022	30614.91
2022	30106.52
2022	26449.81
2022	25342.12
2022	31180.46
2022	26742.40
2022	904.36
2022	25582.89
2022	26846.10
2022	30016.31
2022	18029.96
2022	20956.00
2022	24799.34
2022	26729.27
2022	23500.30
2022	21315.33
2022	30518.01
2022	22451.19
2022	23418.08
2022	28504.67
2022	24654.41
2022	29362.30
2022	23802.94
2022	20718.91
2022	17510.15
2022	23748.41
2022	25045.80
2022	30319.90
2022	27173.03
2022	26001.59
2022	16791.83
2022	12583.18
2022	20819.16
2022	20272.63
2022	4158.31
2022	20953.75
2022	22998.54
2022	26682.89
2022	593.09
2022	1826.92
2022	23512.33
2022	28397.20
2022	26629.21
2021	1500.00
2021	5300.00
2021	21200.00
2021	15.62
2021	23.38
2021	18.25
2021	29.52
2021	23.59
2021	24.74
2021	20.71
2021	17.77
2021	12.50
2021	18.63
2021	10.18
2021	23.61
2021	30.36
2021	56.71
2021	12.37
2021	7100.00
2021	784.56
2021	16657.00
2021	6490.00
2021	872.00
2021	335.00
2021	611.00
2021	27500.00
2021	17600.00
2021	5470.00
2021	2540.00
2021	377.60
2021	3300.00
2021	6880.00
2021	7550.00
2022	12206.00
2022	1370.00
2022	1154.00
2022	2900.00
2022	2640.00
2022	1080.00
2022	6340.00
2022	74692.58
2022	9012.84
2022	15326.68
2022	87391.07
2022	1397.09
2023	1630.00
2021	1180.00
2022	2570.00
2022	447.85
2022	1740.00
2023	2300.00
2023	31012.11
2022	1642.00
2021	194.00
2022	4900.00
2022	1610.00
2022	2549.12
2022	1865.01
2022	5221.82
2022	10557.15
2022	22.45
2022	2200.00
2022	4110.00
2021	1989.00
2021	990.00
2021	2907.00
2021	1959.00
2021	1942.00
2021	2300.00
2021	2750.00
2022	320.00
2022	440.00
2022	3456.00
2022	28.58
2022	2057.59
2022	2843.26
2022	370.00
2022	425.00
2022	1189.62
2023	22687.00
2023	4210.00
2021	1450.00
2021	21230.00
2021	340.00
2021	394.00
2021	1114.00
2021	1241.00
2021	245.00
2021	6614.00
2021	7490.00
2021	2410.00
2021	3190.00
2021	6866.80
2021	6866.80
2022	13300.00
2022	13300.00
2022	2150.00
2022	130.00
2022	17300.00
2023	75.50
2022	6250.00
2022	2190.00
2022	6175.96
2022	7330.00
2022	3525.00
2022	3451.00
2022	3310.00
2022	10740.00
2022	15700.00
2022	15200.00
2022	12500.00
2022	12200.00
2022	14000.00
2022	15800.00
2022	15800.00
2022	13700.00
2022	8800.00
2022	15800.00
2022	15800.00
2022	8900.00
2022	8910.00
2022	8070.00
2023	38260.00
2023	3510.00
2023	10800
2023	21960.00
2023	1710.00
2021	2900.00
2021	341.40
2021	702.90
2021	2330.00
2021	10510.00
2021	11200.00
2021	3865.00
2021	33985.00
2021	386.60
2021	15430.00
2021	4130.00
2021	2300.00
2021	326.00
2021	11650.00
2021	21330.00
2021	8130.00
2021	26800.00
2021	46000.00
2021	824.14
2021	951.00
2021	691.00
2022	15.60
2022	68500.00
2022	966.90
2022	946.90
2022	414.00
2022	872.00
2022	418.00
2022	1001.00
2022	6340.00
2022	1200.00
2022	1337.42
2022	253.76
2022	2521.02
2022	1256.98
2022	1660.00
2022	1650.00
2022	9100.00
2022	4130.00
2022	25423.38
2022	1570.00
2022	6880.00
2022	9110.00
2022	7380.00
2022	12130.00
2022	6750.00
2022	15490.00
2022	9260.00
2022	11890.00
2022	5690.00
2022	4290.00
2022	13810.00
2022	12550.00
2022	12630.00
2022	10690.00
2022	9720.00
2022	6040.00
2022	1940.00
2022	10680.00
2022	5780.00
2022	5450.00
2022	7920.00
2022	8030.00
2022	11240.00
2022	4900.00
2022	8180.00
2022	4020.00
2022	15670.00
2022	7440.00
2022	7930.00
2022	1068.93
2022	6570.00
2022	1110.00
2022	26560.00
2023	1400.00
2023	18310.00
2023	2149.60
2023	2232.75
2023	5391.62
2023	1118.78
2023	88.00
2023	13320.00
2023	18220.00
2021	11614.50
2021	27971.00
2021	35784.40
2021	13620.00
2021	28631.00
2021	25936.60
2021	49004.20
2021	34102.20
2021	24976.90
2021	39624.10
2021	27807.20
2021	19070.70
2021	16177.70
2021	31403.50
2021	19642.50
2021	35600.00
2021	21337.60
2021	11203.10
2021	28817.90
2021	30489.40
2021	6254.90
2021	11426.60
2021	9552.60
2021	11339.10
2021	49767.10
2021	52355.10
2021	22079.00
2023	1969.00
2023	1600.00
2022	11100.00
2023	530.00
2021	13.11
2021	1578.60
2021	30.70
2021	6010.00
2022	52000.00
2022	73.30
2023	3050.00
2023	39940.00
2023	14000.00
2021	5400.00
2022	86.00
2022	482.00
2022	5925.38
2022	237.00
2022	13000.00
2022	836.61
2023	26930.00
2021	3100.00
2021	4970.00
2021	612.99
2021	24700.00
2021	4180.00
2022	22637.44
2022	26470.14
2022	24419.08
2022	25948.27
2022	4900.00
2022	18920.00
2023	12384.00
2023	9830.00
2023	30041.00
2023	49984.00
2023	104.22
2023	18250.00
2022	12600.00
2021	11500.00
2021	11590.00
2021	53.00
2021	54.00
2021	55.00
2021	78.00
2021	77.00
2021	71.00
2021	60.00
2021	64.00
2021	54.00
2021	102.00
2021	826.00
2021	1063.00
2021	272.00
2021	336.00
2021	1037.00
2021	504.00
2021	671.00
2021	1340.00
2021	479.00
2021	1273.00
2021	250.00
2021	324.00
2021	905.00
2021	1413.00
2021	689.00
2021	408.00
2021	5990.00
2021	2927.00
2021	14297.00
2022	1002.00
2022	26.00
2022	2654.25
2022	2751.61
2022	6783.95
2022	149.78
2023	11900.00
2023	11200.00
2023	13000.00
2023	9900.00
2023	3400.00
2023	10700.00
2022	2000.00
2021	7000.00
2023	352.00
2022	15310.00
2022	241.00
2022	2248.00
2022	1331.00
2023	9899.00
2023	3254.00
2022	1406.00
2022	1639.00
2021	29600.00
2022	12520.00
2022	1182.00
2022	1618.00
2022	28340.00
2022	32380.00
2022	16860.00
2022	19420.00
2023	88.70
2021	1494.00
2021	2180.00
2021	176.33
2021	9849.00
2021	10738.00
2021	11038.00
2021	2440.00
2021	35590.00
2021	420.00
2021	4700.00
2022	2360.00
2021	2144.00
2022	1270.00
2022	14140.00
2022	1800.00
2022	26040.00
2022	2240.00
2022	28320.00
2022	3750.00
2022	50.25
2022	871.79
2023	3167.25
2023	1771.07
2023	176.25
2023	1403.42
2023	302.55
2023	720.86
2023	433.90
2023	3012.31
2023	236.20
2023	2281.75
2022	145.43
2022	6360.00
2022	24188.00
2022	27857.00
2022	29390.00
2022	1200.00
2022	4750.00
2022	2220.00
2022	51340.00
2022	2010.00
2022	5700.00
2022	6000.00
2022	2650.00
2022	450.00
2022	2450.00
2022	2170.00
2022	3650.00
2022	3390.00
2022	13886.54
2022	10226.00
2022	7900.00
2022	17300.00
2022	2100.00
2022	1460.00
2022	420.00
2023	21800.00
2023	17100.00
2023	1330.00
2023	17.06
2023	11869.77
2023	11000.00
2023	695.29
2023	2910.00
2023	2018.00
2023	18255.00
2023	19023.00
2023	21597.00
2023	12740.00
2023	16071.00
2023	6343.00
2023	31600.00
2023	76960.00
2023	40950.00
2023	29800.00
2023	870.00
2023	28196.00
2023	48976.00
2021	42.00
2021	27.00
2021	2140.00
2021	1521.17
2021	1524.72
2022	13.53
2022	11.11
2023	2020.00
2021	5925.00
2022	123.86
2022	649.96
2022	6200.00
2023	804.25
2023	335.52
2023	300.36
2023	319.30
2023	232.30
2023	383.13
2023	435.71
2023	325.52
2023	396.09
2023	532.84
2023	442.89
2023	12.00
2023	12.00
2023	13.00
2023	12.00
2023	12.00
2023	13.00
2023	12.00
2023	16.00
2023	15.00
2023	74.00
2021	170.00
2022	10.57
2023	55.15
2023	7200.00
2022	1870.00
2022	5600.00
2023	3255.00
2023	248.70
2023	69.00
2023	180560.00
2023	1424.70
2023	1900.00
2023	14.35
2023	27.09
2023	16.90
2023	20.84
2023	19.67
2023	20.53
2023	23470.00
2023	16880.00
2023	1391.02
2023	48171.71
2023	3273.94
2023	11117.30
2023	31111.00
2023	237.14
2023	13290.00
2023	17620.00
2023	88960.00
2023	32986.92
2023	3465.82
2023	7530.00
2023	3620.91
2023	3475.48
2023	12139.91
2023	21961.44
2023	6300.00
2023	7950.00
2023	4950.58
2023	9636.08
2023	11210.00
2023	3648.61
2023	3639.16
2023	35415.00
2023	27704.00
2023	46203.00
2023	1900.00
2023	14300.00
2023	14200.00
2023	11300.00
2023	8900.00
2023	16936.78
2023	54055.38
2023	1900.00
2023	3200.00
2023	54.51
2023	19.14
2023	116.61
2023	38.16
2023	107.75
2023	55904.39
2023	54363.39
2023	82900.00
2023	55200.00
2023	4800.00
2023	10300.00
2023	3200.00
2023	1600.00
2023	16800.00
2023	4200.00
2023	12700.00
2023	2600.00
2023	1600.00
2023	1900.00
2023	3600.00
2023	5300.00
2023	4000.00
2023	5200.00
2023	507270.00
2023	7320.00
2023	109820.00
2023	81660.00
2023	2317.53
2023	1330.00
2023	1340.00
2023	35672.97
2023	34698.66
2023	7100.00
2023	1900.00
2023	1400.00
2023	430900.00
2023	88.46
2023	42.25
2023	42724.82
2023	304.80
2023	3451.74
2023	3525.66
2023	2601.76
2023	42376.54
2023	16527.12
2023	18582.14
2023	21630.05
2023	14728.20
2023	12232.78
2023	28158.78
2023	41060.50
2023	17819.62
2023	23112.57
2023	17703.04
2023	21560.00
2023	110.84
2023	45.66
2023	3851.19
2023	42264.24
2023	9800.00
2023	32.13
2023	7160.00
2023	126500.00
2023	129400.00
2023	71700.00
2023	9080.00
2023	1345.85
2023	474.02
2023	41362.95
2023	1924.46
2023	844.00
2023	15304.95
2023	15304.95
2023	16200.00
2023	2139.93
2023	11430.00
2023	330.63
2023	513.85
2023	50700.00
2023	90000.00
2023	10260.00
2023	11860.00
2023	25567.09
2023	29343.00
2023	15150.00
2023	4490.56
2023	22190.00
2023	304.50
2023	17860.00
2023	24170.00
2023	1145.03
2023	5508.00
2023	24506.00
2023	3910.00
2023	80390.00
2023	12120.00
2023	18230.00
2023	11600.00
2023	11800.00
2023	1201.04
2023	28480.00
2023	311288.00
2023	5400.00
2023	1300.00
2023	1880.00
2023	1780.00
2023	49320.00
2023	18.15
2023	44.90
2023	27583.54
2023	1100.00
2023	35381.85
2023	31913.88
2023	18400.00
2023	11323.39
2023	18869.15
2023	21444.43
2023	11270.00
2023	3820.00
2023	2773.52
2023	2311.91
2023	953.45
2023	88470.00
2023	3300.00
2023	84830.00
2023	597.00
2023	38650.00
2023	1810.00
2023	19844.74
2023	25168.37
2023	2526.43
2023	310.10
2023	2600.00
2023	2300.00
2023	7200.00
2023	2600.00
2023	120.10
2023	6604.03
2023	2770.00
2023	351.71
2023	12914.00
2023	18100.98
2023	7808.52
2023	3559.99
2023	910.00
2023	39.37
2023	14342.62
2023	848.46
2023	1230.00
2023	23395.51
2023	13060.00
2023	310.00
2023	310.00
2023	960.00
2023	960.00
2023	680.00
2023	680.00
2023	1060.00
2023	1060.00
2023	1140.00
2023	1140.00
2023	570.00
2023	570.00
2023	490.00
2023	490.00
2023	1090.00
2023	1090.00
2023	800.00
2023	800.00
2023	1550.00
2023	21400.00
2023	15196.10
2023	10281.54
2023	4080.00
2023	43438.76
2023	30170.99
2023	7525.32
2023	5650.00
2023	7600.00
2023	7200.00
2023	7325.66
2023	1400.00
2023	1170.00
2023	7350.00
2023	10720.00
2023	6940.00
2023	9060.00
2023	12320.00
2023	6960.00
2023	10610.00
2023	6720.00
2023	9610.00
2023	8220.00
2023	12410.00
2023	9020.00
2023	6270.00
2023	20300.00
2023	7540.00
2023	7970.00
2023	9870.00
2023	7820.00
2023	13220.00
2023	10380.00
2023	14610.00
2023	11950.00
2023	6280.00
2023	7840.00
2023	14270.00
2023	7520.00
2023	13730.00
2023	9930.00
2023	5910.00
2023	8660.00
2023	8080.00
2023	17560.00
2023	32800.00
2023	33272.19
2023	24064.48
2023	37230.94
2023	39172.73
2023	32792.75
2023	37013.40
2023	36685.13
2023	36166.84
2023	32991.99
2023	852.00
2023	881.00
2023	824.00
2023	706.00
2023	2237.00
2023	919.00
2023	538.00
2023	777.00
2023	706.00
2023	1706.00
2023	777.00
2023	407.00
2023	1250.00
2023	1340.00
2023	382.00
2023	1116.00
2023	517.00
2023	1688.00
2023	35.15
2023	45.88
2023	42.13
2023	29.50
2023	24.90
2023	1872.40
2023	38.96
2023	45.44
2023	36.03
2023	40.32
2023	18099.62
2023	5164.58
2023	8096.14
2023	5554.40
2023	9019.23
2023	8260.80
2023	6443.55
2023	6248.23
2023	8861.63
2023	9004.65
2023	6101.67
2023	11710.19
2023	11273.30
2023	9486.85
2023	12524.43
2023	9749.08
2023	18184.00
2023	10089.10
2023	11347.80
2023	11277.60
2023	13752.04
2023	17122.99
2023	17319.78
2023	18824.25
2023	15250.01
2023	16149.41
2023	18040.67
2023	14051.40
2023	27254.08
2023	22269.74
2023	19724.62
2023	18402.06
2023	12682.46
2023	52460.83
2023	37578.26
2023	38006.13
2023	31700.00
2023	29260.00
2023	52033.91
2023	23100.00
2023	42440.00
2023	26300.00
2023	26500.00
2023	28700.00
2023	131200.00
2023	25000.00
2023	26000.00
2023	33700.00
2023	32600.00
2023	32000.00
2023	24485.00
2023	20900.00
2023	48762.59
2023	12040.00
2023	9850.00
2023	9730.00
