Genomesize	ContigN50	Platform
747.50	1990.00	Other_TGS
591.00	1990.00	Other_TGS
748.70	1989.00	Other_TGS
395.00	1980.00	Other_TGS
476.00	1969.00	Other_TGS
1250.00	1960.00	HiFi
876.30	1959.00	Other_TGS
404.00	1957.00	Other_TGS
497.20	1950.00	Other_TGS
372.00	1944.00	Other_TGS
853.00	1942.00	Other_TGS
3060.00	1940.00	Other_TGS
441.38	1940.00	Other_TGS
409.00	1938.00	Other_TGS
586.62	1928.00	Other_TGS
933.00	1926.00	Other_TGS
739.58	1924.46	Other_TGS
2730.00	1921.46	HiFi
1556.00	1915.00	Other_TGS
133.00	1908.00	Other_TGS
4121.00	1900.00	Other_TGS
2835.01	1900.00	Other_TGS
858.00	1900.00	Other_TGS
586.62	1900.00	Other_TGS
317.00	1900.00	Other_TGS
290.90	1900.00	Other_TGS
246.00	1900.00	Other_TGS
826.68	1880.00	Other_TGS
8150.00	1870.00	Other_TGS
950.00	1870.00	Other_TGS
734.80	1870.00	Other_TGS
569.81	1870.00	Other_TGS
450.00	1867.00	Other_TGS
134.00	1867.00	Other_TGS
639.20	1865.01	Other_TGS
867.43	1860.00	Other_TGS
406.00	1855.00	Other_TGS
999.00	1851.12	HiFi
1637.00	1832.00	Other_TGS
430.00	1830.00	Other_TGS
369.00	1825.00	Other_TGS
1901.00	1820.00	Other_TGS
690.99	1810.00	HiFi
215.00	1810.00	Other_TGS
2195.00	1800.00	Other_TGS
913.50	1800.00	Other_TGS
444.60	1800.00	Other_TGS
376.81	1800.00	Other_TGS
203.93	1800.00	Other_TGS
976.84 	1780.00	Other_TGS
4110.00	1780.00	Other_TGS
284.20	1780.00	Other_TGS
696.08	1771.07	Other_TGS
4190.00	1770.00	Other_TGS
2720.00	1770.00	Other_TGS
559.00	1760.00	Other_TGS
266.25	1750.00	Other_TGS
2712.53	1740.00	No_info
1670.00	1740.00	HiFi
823.41	1740.00	Other_TGS
761.00	1730.00	Other_TGS
760.66	1730.00	Other_TGS
480.00	1730.00	Other_TGS
380.00	1728.00	Other_TGS
410.00	1719.00	Other_TGS
4880.00	1710.00	Other_TGS
2070.00	1710.00	Other_TGS
627.22	1710.00	Other_TGS
582.00	1710.00	Other_TGS
330.19	1708.37	Other_TGS
293.00	1708.00	No_info
663.00	1700.00	Other_TGS
469.00	1700.00	Other_TGS
259.43	1700.00	Other_TGS
132.80	1700.00	Other_TGS
1440.00	1689.00	Other_TGS
426.38	1680.00	Other_TGS
425.00	1680.00	Other_TGS
456.00	1665.00	Other_TGS
1390.00	1663.34	Other_TGS
2430.00	1660.00	HiFi
2370.00	1650.00	HiFi
513.18	1650.00	Other_TGS
1718.00	1645.00	Other_TGS
21.55	1642.00	HiFi
921.50	1640.00	Other_TGS
17.57	1639.00	Other_TGS
530.07	1637.00	Other_TGS
1557.00	1630.00	Other_TGS
1190.00	1618.00	Other_TGS
978.59	1610.00	Other_TGS
391.20	1610.00	Other_TGS
11400.00	1600.00	HiFi
1001.00	1600.00	Other_TGS
721.20	1600.00	Other_TGS
450.80	1600.00	Other_TGS
768.00	1598.61	Other_TGS
2074.63	1590.00	Other_TGS
727.00	1590.00	Other_TGS
9870.00	1580.00	Other_TGS
958.20	1580.00	Other_TGS
129.20	1580.00	Other_TGS
16.70	1578.60	Other_TGS
826.50	1578.00	Other_TGS
4200.00	1570.00	Other_TGS
2341.87	1570.00	Other_TGS
1340.00	1570.00	Other_TGS
652.73	1570.00	Other_TGS
532.70	1570.00	Other_TGS
4000.00	1560.00	Other_TGS
733.30	1560.00	Other_TGS
265.40	1560.00	Other_TGS
684.00	1550.00	Other_TGS
578.00	1550.00	Other_TGS
1370.00	1540.00	Other_TGS
552.90	1530.00	Other_TGS
543.50	1524.72	Other_TGS
531.60	1521.17	Other_TGS
2540.00	1510.00	Other_TGS
103.80	1507.00	Other_TGS
2502.60	1500.00	Other_TGS
2182.00	1500.00	Other_TGS
675.00	1500.00	NGS
646.90	1500.00	Other_TGS
596.00	1500.00	Other_TGS
595.52	1500.00	Other_TGS
562.96	1500.00	Other_TGS
422.00	1500.00	Other_TGS
174.50	1500.00	Other_TGS
818.00	1494.00	Other_TGS
6860.00	1480.00	Other_TGS
2183.00	1480.00	Other_TGS
515.40	1480.00	Other_TGS
414.95	1470.00	Other_TGS
766.02	1460.00	Other_TGS
353 	1450.00	Other_TGS
2410.00	1450.00	Other_TGS
1230.00	1440.00	Other_TGS
1087.00	1438.00	Other_TGS
758.00	1437.06	Other_TGS
1740.00	1430.00	Other_TGS
702.10	1430.00	Other_TGS
325.00	1424.70	Other_TGS
827.92	1420.00	Other_TGS
260.00	1414.00	NGS
373.00	1410.00	Other_TGS
17.45	1406.00	Other_TGS
699.33	1403.42	Other_TGS
583.45	1400.00	Other_TGS
537.00	1400.00	Other_TGS
518.64	1400.00	Other_TGS
378.00	1400.00	Other_TGS
958.83	1397.09	Other_TGS
621.20	1391.02	Other_TGS
583.45	1390.00	Other_TGS
6270.00	1370.00	Other_TGS
762.00	1370.00	Other_TGS
710.00	1370.00	Other_TGS
282.38	1370.00	Other_TGS
268.00	1369.00	Other_TGS
127.00	1357.00	Other_TGS
1169.00	1354.00	Other_TGS
1790.00	1352.00	Other_TGS
621.01	1345.85	Other_TGS
765.60	1340.00	Other_TGS
458.00	1340.00	Other_TGS
838.90	1337.42	Other_TGS
814.40	1331.00	Other_TGS
1010.00	1330.00	Other_TGS
746.50	1330.00	Other_TGS
3778.00	1314.22	Other_TGS
395.58	1300.00	Other_TGS
255.00	1300.00	Other_TGS
212.06	1300.00	Other_TGS
606.00	1290.00	Other_TGS
239.83	1290.00	Other_TGS
569.00	1287.00	Other_TGS
541.30	1280.20	Other_TGS
1070.00	1280.00	Other_TGS
510.63	1280.00	Other_TGS
1328.00	1270.00	Other_TGS
1110.00	1270.00	Other_TGS
1120.00	1256.98	Other_TGS
631.76	1250.00	Other_TGS
404.00	1250.00	Other_TGS
549.00	1241.00	Other_TGS
2291.84	1230.00	Other_TGS
621.81	1230.00	Other_TGS
443.36	1230.00	Other_TGS
392.00	1223.00	Other_TGS
2020.00	1220.00	Other_TGS
914.49	1220.00	Other_TGS
520.00	1220.00	Other_TGS
405.00	1220.00	Other_TGS
1510.00	1218.69	Other_TGS
60.80	1210.50	Other_TGS
3630.00	1210.00	Other_TGS
130.20	1210.00	Other_TGS
1850.00	1209.00	Other_TGS
403.10	1201.04	Other_TGS
5600.00	1200.00	Other_TGS
3000.00	1200.00	Other_TGS
957.10	1200.00	Other_TGS
504.50	1200.00	Other_TGS
367.00	1200.00	Other_TGS
3572.04	1189.62	Other_TGS
750.87	1182.00	Other_TGS
462.53	1180.00	Other_TGS
293.88	1176.00	Other_TGS
548.00	1170.00	Other_TGS
213.00	1154.00	NGS
350.00	1151.00	Other_TGS
11266.11	1145.03	HiFi
2660.00	1120.00	Other_TGS
297.00	1118.78	Other_TGS
3520.00	1114.00	Other_TGS
965.00	1114.00	Other_TGS
863.40	1110.00	Other_TGS
295.50	1110.00	Other_TGS
1210.00	1100.00	Other_TGS
818.38	1100.00	Other_TGS
726.60	1100.00	Other_TGS
620.52	1100.00	HiFi
508.00	1100.00	Other_TGS
391.03	1100.00	Other_TGS
390.30	1100.00	Other_TGS
292.30	1100.00	Other_TGS
6090.00	1095.00	Other_TGS
567.00	1080.00	Other_TGS
311.87	1080.00	Other_TGS
365.00	1071.00	Other_TGS
1220.00	1068.93	Other_TGS
305.51	1053.47	Other_TGS
5800.00	1050.00	Other_TGS
391.00	1023.00	Other_TGS
222.00	1020.00	Other_TGS
5890.00	1010.00	Other_TGS
2300.00	1010.00	Other_TGS
513.00	1010.00	Other_TGS
339.00	1010.00	Other_TGS
2890.00	1002.00	Other_TGS
460.00	1001.00	Other_TGS
2156.00	1000.00	Other_TGS
895.00	1000.00	Other_TGS
535.00	1000.00	Other_TGS
964.20	990.00	Other_TGS
707.00	986.00	Other_TGS
550.60	966.90	Other_TGS
622.60	964.70	Other_TGS
415.18	961.58	Other_TGS
364.00	955.00	Other_TGS
1665.47	953.45	Other_TGS
442.00	951.00	Other_TGS
542.50	946.90	Other_TGS
372.00	946.00	Other_TGS
531.43	945.80	Other_TGS
785.53	944.00	Other_TGS
1840.00	930.00	Other_TGS
440.00	930.00	Other_TGS
3400.00	924.00	HiFi
473.55	910.00	Other_TGS
426.00	908.00	Other_TGS
279.04	908.00	Other_TGS
409.50	907.00	Other_TGS
520.00	906.00	HiFi
2154.00	900.00	Other_TGS
730.70	900.00	Other_TGS
772.30	897.20	Other_TGS
527.14	892.05	Other_TGS
505.33	892.05	Other_TGS
849.53	890.84	Other_TGS
2286.00	881.20	Other_TGS
2510.00	872.00	Other_TGS
442.00	872.00	Other_TGS
3340.00	871.79	Other_TGS
7200.00	870.00	Other_TGS
3570.00	870.00	Other_TGS
342.29	858.00	Other_TGS
511.60	852.40	Other_TGS
574.94	848.46	Other_TGS
1245.00	844.00	Other_TGS
358.28	844.00	Other_TGS
264.90	842.80	Other_TGS
744.36	836.61	Other_TGS
1300.00	835.80	Other_TGS
138.00	831.00	Other_TGS
280.76	828.00	Other_TGS
744.00	824.14	Other_TGS
333.00	823.00	Other_TGS
2684.39	820.44	Other_TGS
554.00	807.00	Other_TGS
936.60	806.60	Other_TGS
312.75	804.25	Other_TGS
340.00	801.00	Other_TGS
119.33	796.00	Other_TGS
602.00	791.00	Other_TGS
3330.00	790.58	Other_TGS
734.60	786.13	Other_TGS
639.60	784.56	Other_TGS
2305.00	783.90	Other_TGS
1488.17	778.00	NGS
633.28	773.17	Other_TGS
470.00	752.00	Other_TGS
430.00	751.26	Other_TGS
456.00	734.00	Other_TGS
1066.00	733.89	Other_TGS
510.00	730.00	Other_TGS
142.14	730.00	Other_TGS
679.89	720.86	Other_TGS
1790.00	720.80	Other_TGS
231.80	719.80	Other_TGS
357.64	714.00	Other_TGS
382.00	713.00	Other_TGS
2092.24	710.75	Other_TGS
509.00	709.00	Other_TGS
238.00	705.00	Other_TGS
1160.00	702.90	No_info
1614.00	702.00	Other_TGS
701.62	695.29	Other_TGS
970.00	691.00	Other_TGS
596.00	679.50	Other_TGS
2300.00	677.86	Other_TGS
134.20	666.31	Other_TGS
215.95	662.00	Other_TGS
2490.00	658.00	Other_TGS
654.51	657.00	Other_TGS
559.00	653.00	Other_TGS
223.80	651.80	Other_TGS
506.00	650.00	NGS
298.24	650.00	Other_TGS
691.00	649.96	Other_TGS
439.97	642.34	Other_TGS
1570.00	638.00	Other_TGS
545.00	636.00	Other_TGS
324.74	629.00	Other_TGS
643.20	620.00	Other_TGS
1416.00	616.85	Other_TGS
904.13	612.99	Other_TGS
525.00	611.00	Other_TGS
1325.69	607.34	Other_TGS
1120.00	605.00	Other_TGS
2118.68	604.00	Other_TGS
1310.00	602.90	Other_TGS
2940.00	600.46	Other_TGS
3339.00	600.00	Other_TGS
519.00	597.00	Other_TGS
1380.00	593.70	Other_TGS
733.32	588.00	Other_TGS
689.80	578.00	Other_TGS
2920.00	570.07	Other_TGS
184.00	564.04	Other_TGS
243.00	564.00	NGS
5340.00	560.00	Other_TGS
411.00	559.40	NGS
547.76	553.04	Other_TGS
489.30	550.70	Other_TGS
1690.00	549.44	Other_TGS
141.00	547.04	Other_TGS
691.00	539.20	Other_TGS
293.30	532.84	Other_TGS
2920.00	530.07	Other_TGS
480.20	530.00	Other_TGS
986.00	520.00	Other_TGS
469.00	517.00	Other_TGS
627.01	514.45	Other_TGS
329.14	513.85	Other_TGS
808.00	513.57	Other_TGS
557.00	505.21	Other_TGS
557.00	505.21	Other_TGS
3718.00	500.00	Other_TGS
3713.00	500.00	Other_TGS
679.10	500.00	Other_TGS
2600.00	497.00	Other_TGS
360.00	492.00	Other_TGS
807.60	484.30	Other_TGS
584.00	482.00	Other_TGS
7740.00	480.35	Other_TGS
247.51	477.64	Other_TGS
689.25	474.02	Other_TGS
300.00	466.70	Other_TGS
462.30	464.90	No_info
14900.00	464.00	Other_TGS
229.00	463.39	Other_TGS
6700.00	463.00	HiFi
2738.00	459.00	HiFi
991.30	450.00	Other_TGS
12952.00	447.85	Other_TGS
10970.00	447.85	Other_TGS
282.59	442.89	Other_TGS
799.40	440.00	Other_TGS
382.05	435.71	Other_TGS
1100.00	434.70	NGS
669.66	433.90	Other_TGS
469.50	432.00	Other_TGS
568.86	431.00	Other_TGS
513 	427.00	Other_TGS
703.00	425.00	Other_TGS
490.44	420.00	Other_TGS
470.00	420.00	Other_TGS
978.00	419.00	Other_TGS
439.00	418.00	Other_TGS
440.00	414.00	Other_TGS
4230.00	410.00	Other_TGS
4410.00	409.00	NGS
2405.00	400.00	Other_TGS
315.88	396.09	Other_TGS
361.00	394.00	Other_TGS
88.00	391.60	Other_TGS
269.00	388.86	Other_TGS
1290.00	386.60	Other_TGS
3718.80	385.89	NGS
369.25	383.13	Other_TGS
254.38	381.96	Other_TGS
2759.72	381.90	HiFi
3990.00	377.60	Other_TGS
169.00	377.36	Other_TGS
643.00	370.00	Other_TGS
855.00	369.00	Other_TGS
1477.00	366.00	Other_TGS
1456.00	364.90	Other_TGS
1091.10	352.00	Other_TGS
346.58	351.71	Other_TGS
1004.00	351.00	Other_TGS
3735.00	350.98	NGS
454.40	350.00	Other_TGS
361.00	350.00	Other_TGS
8125.00	347.95	Other_TGS
272.10	347.80	Sanger
3732.00	345.17	NGS
4940.00	344.00	Other_TGS
14600.00	341.40	Other_TGS
115.80	341.00	Other_TGS
336.00	340.00	Other_TGS
339.16	335.52	Other_TGS
2300.00	335.00	Other_TGS
461.00	331.00	Other_TGS
763.62	330.63	HiFi
467.00	326.00	Other_TGS
375.80	325.52	Other_TGS
1161.50	325.00	Other_TGS
29.00	324.00	Other_TGS
771.67	320.00	Other_TGS
338.24	319.30	Other_TGS
420.00	315.00	Other_TGS
367.41	314.31	Other_TGS
349.00	313.81	Other_TGS
550.00	311.70	Other_TGS
550.00	311.70	Other_TGS
603.26	310.10	Other_TGS
347.58	305.76	Other_TGS
315.99	304.80	HiFi
1460.00	304.50	Other_TGS
686.11	302.55	Other_TGS
349.11	300.36	Other_TGS
406.80	300.00	Other_TGS
912.00	296.00	Other_TGS
1063.30	292.00	Other_TGS
315.97	289.79	No_info
713.00	289.50	Other_TGS
604.56	282.26	Other_TGS
794.00	281.00	Other_TGS
317.00	277.87	Other_TGS
311.97	272.44	Other_TGS
3260.00	271.33	Other_TGS
624.00	271.00	NGS
2220.00	269.11	Other_TGS
1337.00	268.00	Other_TGS
225.80	265.90	Other_TGS
356.00	263.90	Other_TGS
231.92	261.00	NGS
3100.00	258.20	Other_TGS
393.00	256.30	Other_TGS
225.70	255.40	No_info
1200.00	253.76	Other_TGS
614.35	251.71	NGS
241.00	251.60	Sanger
434.90	250.60	Other_TGS
500.94	249.86	Other_TGS
707.16	248.70	Other_TGS
707.00	248.70	Other_TGS
601.90	245.70	Other_TGS
421.20	245.00	Other_TGS
291.70	241.00	Other_TGS
908.00	238.00	Other_TGS
14752.72	237.14	Other_TGS
785.36	237.00	Other_TGS
641.45	236.20	Other_TGS
363.00	236.00	Other_TGS
332.41	232.30	Other_TGS
15418.00	232.00	Other_TGS
12280.00	228.00	Other_TGS
206.70	227.40	Sanger
1680.00	222.00	Other_TGS
289.00	221.00	Other_TGS
2240.00	220.89	Other_TGS
224.60	214.20	Sanger
2716.02	212.94	Other_TGS
4200.00	211.20	Other_TGS
2552.00	211.00	Other_TGS
382.70	211.00	Other_TGS
262.00	207.00	NGS
393.00	205.00	Other_TGS
700.00	204.06	Other_TGS
300.73	201.16	Other_TGS
636.00	197.00	NGS
851.96	196.00	NGS
605.40	195.40	NGS
16243.00	194.00	Other_TGS
1140.00	194.00	Other_TGS
955.10	189.40	Sanger
350.00	188.00	Other_TGS
348.40	188.00	NGS
738.50	187.10	Sanger
914.00	187.00	Other_TGS
371.00	186.00	Other_TGS
412.00	185.50	Other_TGS
622.00	176.33	Other_TGS
670.13	176.25	Other_TGS
590.00	176.00	NGS
387.00	171.17	Other_TGS
1130.00	171.00	Other_TGS
206.00	170.00	Other_TGS
764.00	164.00	Other_TGS
122.00	163.00	Other_TGS
667.80	161.37	Other_TGS
304.00	161.23	NGS
446.40	159.00	Other_TGS
20.90	158.00	Sanger
6500.00	157.99	Other_TGS
303.70	156.00	NGS
1618.00	155.50	NGS
2330.00	154.00	NGS
1470.00	152.70	Other_TGS
399.48	149.78	Other_TGS
520.80	145.43	Other_TGS
234.72	136.39	Other_TGS
737.80	135.60	NGS
577.00	135.00	NGS
134.80	134.10	NGS
480.27	133.90	Other_TGS
323.80	132.60	Other_TGS
306.00	131.00	NGS
2530.00	130.70	Other_TGS
1416.54	130.00	Other_TGS
712.00	130.00	Other_TGS
228.00	126.81	Other_TGS
381.90	126.50	Other_TGS
400.00	126.30	Sanger
410.00	126.00	Sanger
13.30	124.50	NGS
2347.00	123.86	Other_TGS
287.50	123.00	NGS
709.90	120.10	Other_TGS
212.60	119.80	Sanger
301.40	119.00	Sanger
1107.00	117.00	Other_TGS
714.70	116.80	Other_TGS
554.41	116.61	Other_TGS
498.00	114.30	Other_TGS
2300.00	113.00	NGS
362.80	112.74	NGS
291.70	110.90	Sanger
290.21	110.84	NGS
263.00	110.10	NGS
1120.00	110.03	NGS
1145.55	107.75	Other_TGS
403.17	107.00	NGS
352.00	107.00	Other_TGS
2620.00	106.66	Other_TGS
1920.00	104.22	Other_TGS
227.60	103.90	Other_TGS
486.00	102.85	NGS
354.00	102.40	Other_TGS
706.00	101.58	Other_TGS
1020.00	100.60	Other_TGS
1940.00	99.30	Other_TGS
634.10	97.58	Other_TGS
26537.00	97.16	Other_TGS
274.00	97.00	NGS
1249.00	96.80	Other_TGS
1260.00	95.17	Other_TGS
1170.00	95.00	NGS
4025.00	93.00	Other_TGS
500.49	92.53	NGS
623.40	92.10	Other_TGS
51.20	91.77	NGS
2370.00	90.40	Other_TGS
1580.00	89.56	Other_TGS
1271.77	89.00	Other_TGS
688.00	89.00	NGS
1273.00	88.70	Other_TGS
306.08	88.46	HiFi
1183.00	88.17	Other_TGS
2170.00	88.00	Other_TGS
760.00	87.01	NGS
324.70	87.00	Other_TGS
589.00	86.36	NGS
2620.00	86.00	NGS
438.00	86.00	Other_TGS
222.25	85.29	NGS
346.00	84.40	NGS
716.47	83.70	NGS
216.00	83.24	No_info
7000.00	83.00	Other_TGS
641.00	82.80	Other_TGS
264.00	82.65	NGS
1700.00	82.60	NGS
246.00	82.27	Other_TGS
759.00	82.10	Other_TGS
743.00	81.00	NGS
1218.22	80.20	NGS
349.00	80.10	Other_TGS
618.80	80.07	NGS
2173.00	80.00	NGS
805.00	80.00	Other_TGS
202.30	79.96	NGS
618.90	79.80	Other_TGS
2200.00	79.72	NGS
21.90	79.10	Sanger
4790.00	79.00	NGS
383.00	78.80	Other_TGS
3800.00	78.00	Other_TGS
651.00	77.23	Other_TGS
2220.00	77.00	NGS
357.00	76.60	NGS
2200.00	76.10	NGS
671.00	75.70	Other_TGS
2530.00	75.50	Other_TGS
1647.00	74.70	Other_TGS
350.00	74.65	NGS
1030.00	74.00	Other_TGS
146.26	73.43	Other_TGS
2550.00	73.30	Other_TGS
2200.00	72.64	NGS
2133.86	72.40	NGS
1694.00	72.00	NGS
1395.00	72.00	Other_TGS
1270.00	70.16	HiFi
1122.50	70.00	NGS
716.60	69.35	NGS
371.10	69.00	NGS
1060.00	68.90	NGS
676.90	68.70	Other_TGS
440.00	68.40	Other_TGS
440.00	68.40	Other_TGS
289.92	68.00	NGS
2525.00	67.22	Other_TGS
605.00	67.20	Sanger
3100.00	67.07	Other_TGS
328.00	66.97	NGS
429.27	66.86	NGS
14710.00	66.00	NGS
487.00	65.90	Sanger
883.81	65.48	NGS
158.00	65.00	No_info
430.00	64.68	No_info
414.00	63.69	Other_TGS
280.33	63.65	NGS
462.00	62.80	Other_TGS
939.00	62.61	NGS
293.60	62.60	NGS
695.09	61.80	NGS
784.00	61.00	Other_TGS
495.00	61.00	NGS
157.81	60.63	No_info
2042.00	60.51	Other_TGS
1260.00	60.12	NGS
1500.00	59.50	Other_TGS
293.50	59.00	NGS
616.10	58.86	NGS
402.00	57.70	NGS
10100.00	57.38	NGS
10450.00	56.20	NGS
104.00	56.10	NGS
3349.00	55.40	NGS
544.58	55.15	NGS
254.79	54.51	NGS
476.60	54.49	Other_TGS
1907.60	53.29	Other_TGS
1310.00	52.30	NGS
274.00	52.20	NGS
14500.00	52.00	Other_TGS
3479.00	52.00	NGS
410.00	52.00	NGS
419.46	51.60	NGS
3300.00	51.20	Other_TGS
3300.00	51.20	Other_TGS
3000.00	50.30	NGS
791.16	50.25	NGS
267.00	50.25	NGS
13793.00	49.94	Other_TGS
320.50	49.89	NGS
452.00	49.21	Other_TGS
477.00	48.81	Other_TGS
157.00	48.58	NGS
2067.62	48.30	NGS
10610.00	48.20	NGS
1290.00	47.63	Other_TGS
661.90	47.00	Other_TGS
627.00	47.00	Other_TGS
404.00	46.50	NGS
363.50	46.49	Other_TGS
234.00	46.15	Other_TGS
667.00	46.15	NGS
641.00	45.99	NGS
2130.00	45.70	NGS
377.76	45.66	NGS
338.13	45.58	NGS
322.00	45.50	Sanger
147.40	45.40	Sanger
216.00	45.26	NGS
2900.00	45.00	Other_TGS
775.20	44.90	NGS
470.51	44.84	NGS
665.00	44.70	NGS
994.00	44.00	Other_TGS
736.66	43.90	NGS
178.00	43.68	No_info
671.00	43.65	Other_TGS
696.00	43.42	Other_TGS
472.20	43.10	NGS
74.00	43.06	NGS
394.00	43.04	NGS
432.00	43.00	NGS
552.73	42.25	HiFi
653.00	42.00	NGS
318.70	42.00	Other_TGS
431.00	41.80	NGS
13.20	41.70	Sanger
283.00	41.00	NGS
271.40	40.70	NGS
269.90	40.50	NGS
496.50	40.40	NGS
445.05	40.22	NGS
2048.00	40.00	Sanger
852.85	40.00	NGS
208.00	39.97	NGS
473.00	39.50	NGS
669.00	39.49	NGS
2256.00	39.43	Other_TGS
916.00	39.37	NGS
310.51	39.37	NGS
2770.00	39.33	Other_TGS
225.00	39.32	No_info
792.00	39.30	NGS
750.00	39.23	Other_TGS
3200.00	39.00	NGS
336.48	38.97	HiFi
849.70	38.90	NGS
804.00	38.80	NGS
767.40	38.70	NGS
477.61	38.16	NGS
467.00	38.00	NGS
272.00	37.96	NGS
1016.00	37.70	NGS
338.00	37.69	NGS
646.00	37.56	NGS
992.00	37.44	NGS
3920.00	37.00	Other_TGS
457.80	36.90	Other_TGS
616.19	36.74	NGS
616.00	36.74	NGS
396.40	36.70	NGS
2380.00	36.00	NGS
233.00	36.00	NGS
760.89	35.95	NGS
512.00	35.70	NGS
643.00	35.40	NGS
386.19	35.32	NGS
22.90	35.10	NGS
1500.00	35.00	Other_TGS
933.00	35.00	NGS
1290.00	34.99	Other_TGS
455.20	34.90	NGS
1190.00	34.70	NGS
798.00	34.60	NGS
338.00	34.23	NGS
420.00	34.15	NGS
2400.00	34.00	NGS
437.65	34.00	NGS
351.00	34.00	NGS
462.10	33.90	NGS
1680.00	33.10	NGS
1010.00	33.10	NGS
377.00	32.80	NGS
62.50	32.69	NGS
412.00	32.56	NGS
492.00	32.40	NGS
1475.00	32.33	NGS
2190.00	32.30	NGS
942.00	32.21	NGS
641.45	32.17	NGS
682.40	32.13	Other_TGS
395.00	32.00	NGS
373.00	31.90	NGS
304.00	31.88	NGS
237.00	31.80	NGS
727.00	31.43	NGS
431.00	31.04	Other_TGS
396.90	31.00	NGS
365.59	30.70	NGS
1370.00	30.60	NGS
3572.00	30.00	NGS
3060.00	30.00	NGS
1750.00	30.00	NGS
804.00	30.00	Other_TGS
385.20	29.70	NGS
1050.00	29.60	NGS
1227.00	29.48	Other_TGS
706.00	29.30	NGS
374.00	29.00	NGS
478.00	28.98	NGS
144.00	28.90	No_info
153.00	28.86	No_info
692.80	28.58	NGS
1914.00	28.40	NGS
313.40	28.34	NGS
2299.00	28.10	NGS
2950.00	27.90	NGS
2692.00	27.90	NGS
582.00	27.70	NGS
46.20	27.60	Sanger
537.00	27.41	NGS
397.00	27.38	NGS
283.80	27.29	NGS
108.89	27.09	NGS
982.00	27.00	NGS
481.00	27.00	Other_TGS
310.00	27.00	NGS
540.00	26.90	NGS
320.50	26.70	NGS
1024.00	26.64	Other_TGS
332.00	26.55	No_info
464.00	26.54	Other_TGS
567.00	26.50	NGS
353.50	26.38	NGS
490.00	26.30	NGS
630.04	26.28	NGS
471.88	26.04	NGS
948.00	26.00	Other_TGS
332.34	25.90	NGS
82.00	25.59	NGS
1480.00	25.49	NGS
423.00	25.40	NGS
344.50	25.40	NGS
20613.00	25.36	Other_TGS
867.00	25.30	NGS
344.86	25.20	NGS
1350.00	25.12	Other_TGS
4070.00	25.02	NGS
78.50	25.01	NGS
378.00	25.00	NGS
297.00	24.89	NGS
334.00	24.70	NGS
263.00	24.66	No_info
113.40	24.63	NGS
735.86	24.50	NGS
868.00	24.20	NGS
848.00	24.04	NGS
804.07	24.00	NGS
548.60	24.00	NGS
316.00	23.90	Other_TGS
532.29	23.54	NGS
416.00	23.20	NGS
141.90	22.72	NGS
341.90	22.62	NGS
710.00	22.45	Other_TGS
4140.00	22.40	NGS
3500.00	21.98	NGS
372.00	21.96	NGS
605.78	21.95	NGS
443.00	21.90	NGS
1013.85	21.82	NGS
273.00	21.58	NGS
203.40	21.50	NGS
126.00	21.45	NGS
412.00	21.10	Other_TGS
350.00	21.10	Sanger
10959.05	21.03	Other_TGS
466.00	21.00	NGS
330.00	21.00	NGS
472.00	20.90	NGS
63.43	20.84	NGS
344.90	20.80	Other_TGS
344.88	20.76	Other_TGS
1086.00	20.60	NGS
63.08	20.53	NGS
980.30	20.40	NGS
570.80	20.30	NGS
302.00	20.13	NGS
3020.00	20.00	NGS
138.00	20.00	NGS
326.90	19.80	NGS
243.50	19.80	NGS
62.81	19.67	NGS
426.20	19.60	Other_TGS
173.00	19.32	NGS
360.03	19.14	NGS
141.00	19.01	No_info
535.00	19.00	NGS
495.00	19.00	NGS
375.00	19.00	NGS
1740.00	18.95	Other_TGS
308.00	18.90	NGS
1200.00	18.80	Other_TGS
293.70	18.70	NGS
375.00	18.20	NGS
1790.00	18.18	NGS
3890.00	18.07	NGS
170.00	18.07	NGS
24943.00	17.91	Other_TGS
725.00	17.50	NGS
334.67	17.50	NGS
303.80	17.38	NGS
1240.00	17.06	Other_TGS
1200.00	17.06	Other_TGS
542.00	17.04	No_info
833.00	17.00	NGS
62.71	16.90	NGS
1521.33	16.85	NGS
377.30	16.60	NGS
996.00	16.57	No_info
2630.00	16.48	NGS
1128.00	16.40	Other_TGS
423.00	16.40	NGS
122.20	16.31	NGS
327.00	16.24	Other_TGS
472.00	16.20	NGS
2220.00	16.18	NGS
462.00	16.15	NGS
2012.00	16.10	Other_TGS
335.10	16.10	NGS
296.30	16.10	NGS
2390.00	16.00	NGS
6710.00	15.60	NGS
632.80	15.20	NGS
569.90	15.13	Other_TGS
429.00	15.00	NGS
632.00	14.95	NGS
568.60	14.80	NGS
728.50	14.60	NGS
340.80	14.60	NGS
1100.00	14.51	Other_TGS
4451.00	14.40	Other_TGS
62.05	14.35	NGS
167.70	14.30	Other_TGS
454.00	14.18	NGS
4357.00	14.00	Other_TGS
479.30	14.00	NGS
281.00	13.71	NGS
366.00	13.65	NGS
252.90	13.53	NGS
603.90	13.40	NGS
1850.00	13.20	NGS
2100.00	13.11	Other_TGS
1198.00	13.09	NGS
2210.00	13.00	NGS
1278.00	13.00	NGS
330.00	13.00	NGS
386.00	12.80	NGS
243.00	12.76	NGS
243.10	12.76	NGS
347.00	12.50	NGS
339.77	12.47	NGS
339.77	12.47	NGS
538.00	12.38	Other_TGS
1448.00	12.18	Other_TGS
